gene_name,cn_type
MFSD5,deletion
MFSD6,deletion
MFSD6L,deletion
MFSD8,deletion
MFSD9,deletion
MGA,deletion
MGAM,deletion
MGAM2,deletion
MGARP,deletion
MGAT1,deletion
MGAT2,deletion
MGAT2P1,deletion
MGAT2P2,deletion
MGAT3,deletion
MGAT3-AS1,deletion
MGAT4A,deletion
MGAT4B,deletion
MGAT4C,deletion
MGAT4D,deletion
MGAT4EP,deletion
MGAT5,deletion
MGAT5B,deletion
MGLL,deletion
MGME1,deletion
MGMT,deletion
MGP,deletion
MGRN1,deletion
MGST1,deletion
MGST2,deletion
MGST3,deletion
MHENCR,deletion
MIA,deletion
MIA-RAB4B,deletion
MIA2,deletion
MIA3,deletion
MIAT,deletion
MIATNB,deletion
MIB1,deletion
MIB2,deletion
MICA,deletion
MICAL1,deletion
MICAL2,deletion
MICAL3,deletion
MICALL1,deletion
MICALL2,deletion
MICB,deletion
MICC,deletion
MICD,deletion
MICE,deletion
MICF,deletion
MICG,deletion
MICU1,deletion
MICU2,deletion
MICU3,deletion
MID1,deletion
MID1IP1,deletion
MID1IP1-AS1,deletion
MID2,deletion
MIDN,deletion
MIEF1,deletion
MIEF2,deletion
MIEN1,deletion
MIER1,deletion
MIER2,deletion
MIER3,deletion
MIF,deletion
MIF-AS1,deletion
MIF4GD,deletion
MIGA1,deletion
MIGA2,deletion
MIIP,deletion
MILR1,deletion
MIMT1,deletion
MINCR,deletion
MINDY1,deletion
MINDY2,deletion
MINDY3,deletion
MINDY4,deletion
MINDY4B,deletion
MINK1,deletion
MINOS1,deletion
MINOS1-NBL1,deletion
MINOS1P2,deletion
MINOS1P3,deletion
MINOS1P4,deletion
MINPP1,deletion
MIOS,deletion
MIOX,deletion
MIOXP1,deletion
MIP,deletion
MIPEP,deletion
MIPEPP1,deletion
MIPEPP2,deletion
MIPEPP3,deletion
MIPOL1,deletion
MIR1-1,deletion
MIR1-1HG,deletion
MIR1-1HG-AS1,deletion
MIR1-2,deletion
MIR100,deletion
MIR100HG,deletion
MIR101-1,deletion
MIR101-2,deletion
MIR103A1,deletion
MIR103A2,deletion
MIR103B1,deletion
MIR103B2,deletion
MIR105-1,deletion
MIR105-2,deletion
MIR106A,deletion
MIR106B,deletion
MIR107,deletion
MIR10A,deletion
MIR10B,deletion
MIR1178,deletion
MIR1179,deletion
MIR1180,deletion
MIR1181,deletion
MIR1182,deletion
MIR1183,deletion
MIR1184-1,deletion
MIR1184-2,deletion
MIR1184-3,deletion
MIR1185-1,deletion
MIR1185-2,deletion
MIR1193,deletion
MIR1197,deletion
MIR1199,deletion
MIR1200,deletion
MIR1202,deletion
MIR1203,deletion
MIR1204,deletion
MIR1205,deletion
MIR1206,deletion
MIR1207,deletion
MIR1208,deletion
MIR122,deletion
MIR1224,deletion
MIR1225,deletion
MIR1226,deletion
MIR1227,deletion
MIR1228,deletion
MIR1229,deletion
MIR122HG,deletion
MIR1231,deletion
MIR1233-1,deletion
MIR1233-2,deletion
MIR1234,deletion
MIR1236,deletion
MIR1237,deletion
MIR1238,deletion
MIR124-1,deletion
MIR124-2,deletion
MIR124-2HG,deletion
MIR124-3,deletion
MIR1243,deletion
MIR1244-1,deletion
MIR1244-2,deletion
MIR1244-3,deletion
MIR1244-4,deletion
MIR1245A,deletion
MIR1245B,deletion
MIR1246,deletion
MIR1247,deletion
MIR1248,deletion
MIR1249,deletion
MIR1250,deletion
MIR1251,deletion
MIR1252,deletion
MIR1253,deletion
MIR1254-1,deletion
MIR1254-2,deletion
MIR1255A,deletion
MIR1255B1,deletion
MIR1255B2,deletion
MIR1256,deletion
MIR1257,deletion
MIR1258,deletion
MIR125A,deletion
MIR125B1,deletion
MIR125B2,deletion
MIR126,deletion
MIR1260A,deletion
MIR1260B,deletion
MIR1261,deletion
MIR1262,deletion
MIR1263,deletion
MIR1264,deletion
MIR1265,deletion
MIR1266,deletion
MIR1267,deletion
MIR1268A,deletion
MIR1268B,deletion
MIR1269A,deletion
MIR1269B,deletion
MIR127,deletion
MIR1270,deletion
MIR1271,deletion
MIR1272,deletion
MIR1273A,deletion
MIR1273C,deletion
MIR1273D,deletion
MIR1273E,deletion
MIR1273F,deletion
MIR1273G,deletion
MIR1273H,deletion
MIR1275,deletion
MIR1276,deletion
MIR1277,deletion
MIR1278,deletion
MIR1279,deletion
MIR128-1,deletion
MIR128-2,deletion
MIR1281,deletion
MIR1282,deletion
MIR1283-1,deletion
MIR1283-2,deletion
MIR1284,deletion
MIR1285-1,deletion
MIR1285-2,deletion
MIR1286,deletion
MIR1287,deletion
MIR1288,deletion
MIR1289-1,deletion
MIR1289-2,deletion
MIR129-1,deletion
MIR129-2,deletion
MIR1290,deletion
MIR1291,deletion
MIR1292,deletion
MIR1293,deletion
MIR1294,deletion
MIR1295A,deletion
MIR1295B,deletion
MIR1296,deletion
MIR1297,deletion
MIR1298,deletion
MIR1299,deletion
MIR1301,deletion
MIR1302-1,deletion
MIR1302-10,deletion
MIR1302-11,deletion
MIR1302-2,deletion
MIR1302-2HG,deletion
MIR1302-3,deletion
MIR1302-4,deletion
MIR1302-5,deletion
MIR1302-6,deletion
MIR1302-7,deletion
MIR1302-8,deletion
MIR1302-9,deletion
MIR1303,deletion
MIR1304,deletion
MIR1305,deletion
MIR1306,deletion
MIR1307,deletion
MIR130A,deletion
MIR130B,deletion
MIR132,deletion
MIR1321,deletion
MIR1322,deletion
MIR1323,deletion
MIR1324,deletion
MIR133A1,deletion
MIR133A1HG,deletion
MIR133A2,deletion
MIR133B,deletion
MIR134,deletion
MIR1343,deletion
MIR135A1,deletion
MIR135A2,deletion
MIR135B,deletion
MIR136,deletion
MIR137,deletion
MIR137HG,deletion
MIR138-1,deletion
MIR138-2,deletion
MIR139,deletion
MIR140,deletion
MIR141,deletion
MIR142,deletion
MIR143,deletion
MIR144,deletion
MIR145,deletion
MIR1468,deletion
MIR1469,deletion
MIR146A,deletion
MIR146B,deletion
MIR1470,deletion
MIR1471,deletion
MIR147A,deletion
MIR147B,deletion
MIR148A,deletion
MIR148B,deletion
MIR149,deletion
MIR150,deletion
MIR151A,deletion
MIR151B,deletion
MIR152,deletion
MIR153-1,deletion
MIR153-2,deletion
MIR1537,deletion
MIR1538,deletion
MIR1539,deletion
MIR154,deletion
MIR155,deletion
MIR155HG,deletion
MIR1587,deletion
MIR15A,deletion
MIR15B,deletion
MIR16-1,deletion
MIR16-2,deletion
MIR17,deletion
MIR17HG,deletion
MIR181A1,deletion
MIR181A1HG,deletion
MIR181A2,deletion
MIR181A2HG,deletion
MIR181B1,deletion
MIR181B2,deletion
MIR181C,deletion
MIR181D,deletion
MIR182,deletion
MIR1825,deletion
MIR1827,deletion
MIR183,deletion
MIR184,deletion
MIR185,deletion
MIR186,deletion
MIR187,deletion
MIR188,deletion
MIR18A,deletion
MIR18B,deletion
MIR1908,deletion
MIR1909,deletion
MIR190A,deletion
MIR190B,deletion
MIR191,deletion
MIR1910,deletion
MIR1911,deletion
MIR1912,deletion
MIR1913,deletion
MIR1914,deletion
MIR1915,deletion
MIR192,deletion
MIR193A,deletion
MIR193B,deletion
MIR193BHG,deletion
MIR194-1,deletion
MIR194-2,deletion
MIR194-2HG,deletion
MIR195,deletion
MIR196A1,deletion
MIR196A2,deletion
MIR196B,deletion
MIR197,deletion
MIR1972-1,deletion
MIR1972-2,deletion
MIR1973,deletion
MIR1976,deletion
MIR198,deletion
MIR199A1,deletion
MIR199A2,deletion
MIR199B,deletion
MIR19A,deletion
MIR19B1,deletion
MIR19B2,deletion
MIR200A,deletion
MIR200B,deletion
MIR200C,deletion
MIR200CHG,deletion
MIR202,deletion
MIR202HG,deletion
MIR203A,deletion
MIR203B,deletion
MIR204,deletion
MIR205,deletion
MIR2052,deletion
MIR2052HG,deletion
MIR2053,deletion
MIR2054,deletion
MIR205HG,deletion
MIR206,deletion
MIR208A,deletion
MIR208B,deletion
MIR20A,deletion
MIR20B,deletion
MIR21,deletion
MIR210,deletion
MIR210HG,deletion
MIR211,deletion
MIR2110,deletion
MIR2113,deletion
MIR2114,deletion
MIR2115,deletion
MIR2116,deletion
MIR2117,deletion
MIR2117HG,deletion
MIR212,deletion
MIR214,deletion
MIR215,deletion
MIR216A,deletion
MIR216B,deletion
MIR217,deletion
MIR217HG,deletion
MIR218-1,deletion
MIR218-2,deletion
MIR219A1,deletion
MIR219A2,deletion
MIR219B,deletion
MIR22,deletion
MIR221,deletion
MIR222,deletion
MIR222HG,deletion
MIR223,deletion
MIR224,deletion
MIR2276,deletion
MIR2277,deletion
MIR2278,deletion
MIR22HG,deletion
MIR2355,deletion
MIR2392,deletion
MIR23A,deletion
MIR23B,deletion
MIR23C,deletion
MIR24-1,deletion
MIR24-2,deletion
MIR2467,deletion
MIR25,deletion
MIR2681,deletion
MIR2682,deletion
MIR26A1,deletion
MIR26A2,deletion
MIR26B,deletion
MIR27A,deletion
MIR27B,deletion
MIR28,deletion
MIR2861,deletion
MIR2909,deletion
MIR296,deletion
MIR297,deletion
MIR298,deletion
MIR299,deletion
MIR29A,deletion
MIR29B1,deletion
MIR29B2,deletion
MIR29B2CHG,deletion
MIR29C,deletion
MIR300,deletion
MIR301A,deletion
MIR301B,deletion
MIR302A,deletion
MIR302B,deletion
MIR302C,deletion
MIR302D,deletion
MIR302E,deletion
MIR302F,deletion
MIR3064,deletion
MIR3065,deletion
MIR3074,deletion
MIR30A,deletion
MIR30B,deletion
MIR30C1,deletion
MIR30C2,deletion
MIR30D,deletion
MIR30E,deletion
MIR31,deletion
MIR3115,deletion
MIR3116-1,deletion
MIR3116-2,deletion
MIR3117,deletion
MIR3118-1,deletion
MIR3118-2,deletion
MIR3118-3,deletion
MIR3118-4,deletion
MIR3119-1,deletion
MIR3119-2,deletion
MIR3120,deletion
MIR3121,deletion
MIR3122,deletion
MIR3123,deletion
MIR3124,deletion
MIR3125,deletion
MIR3126,deletion
MIR3127,deletion
MIR3128,deletion
MIR3129,deletion
MIR3130-1,deletion
MIR3130-2,deletion
MIR3131,deletion
MIR3132,deletion
MIR3133,deletion
MIR3134,deletion
MIR3135A,deletion
MIR3135B,deletion
MIR3136,deletion
MIR3137,deletion
MIR3138,deletion
MIR3139,deletion
MIR3140,deletion
MIR3141,deletion
MIR3142,deletion
MIR3142HG,deletion
MIR3143,deletion
MIR3144,deletion
MIR3145,deletion
MIR3146,deletion
MIR3147,deletion
MIR3148,deletion
MIR3149,deletion
MIR3150A,deletion
MIR3150B,deletion
MIR3150BHG,deletion
MIR3151,deletion
MIR3152,deletion
MIR3153,deletion
MIR3154,deletion
MIR3155A,deletion
MIR3155B,deletion
MIR3156-1,deletion
MIR3156-2,deletion
MIR3156-3,deletion
MIR3157,deletion
MIR3158-1,deletion
MIR3158-2,deletion
MIR3159,deletion
MIR3160-1,deletion
MIR3160-2,deletion
MIR3161,deletion
MIR3162,deletion
MIR3163,deletion
MIR3164,deletion
MIR3165,deletion
MIR3166,deletion
MIR3167,deletion
MIR3168,deletion
MIR3169,deletion
MIR3170,deletion
MIR3171,deletion
MIR3173,deletion
MIR3174,deletion
MIR3175,deletion
MIR3176,deletion
MIR3177,deletion
MIR3178,deletion
MIR3179-1,deletion
MIR3179-2,deletion
MIR3179-3,deletion
MIR3179-4,deletion
MIR3180-1,deletion
MIR3180-2,deletion
MIR3180-3,deletion
MIR3180-4,deletion
MIR3180-5,deletion
MIR3181,deletion
MIR3182,deletion
MIR3183,deletion
MIR3184,deletion
MIR3185,deletion
MIR3186,deletion
MIR3187,deletion
MIR3188,deletion
MIR3189,deletion
MIR3190,deletion
MIR3191,deletion
MIR3192,deletion
MIR3193,deletion
MIR3194,deletion
MIR3195,deletion
MIR3196,deletion
MIR3197,deletion
MIR3198-1,deletion
MIR3198-2,deletion
MIR3199-1,deletion
MIR3199-2,deletion
MIR31HG,deletion
MIR32,deletion
MIR3200,deletion
MIR3201,deletion
MIR3202-1,deletion
MIR3202-2,deletion
MIR320A,deletion
MIR320B1,deletion
MIR320B2,deletion
MIR320C1,deletion
MIR320C2,deletion
MIR320D1,deletion
MIR320D2,deletion
MIR320E,deletion
MIR323A,deletion
MIR323B,deletion
MIR324,deletion
MIR325,deletion
MIR326,deletion
MIR328,deletion
MIR329-1,deletion
MIR329-2,deletion
MIR330,deletion
MIR331,deletion
MIR335,deletion
MIR337,deletion
MIR338,deletion
MIR339,deletion
MIR33A,deletion
MIR33B,deletion
MIR340,deletion
MIR342,deletion
MIR345,deletion
MIR346,deletion
MIR34A,deletion
MIR34AHG,deletion
MIR34B,deletion
MIR34C,deletion
MIR3529,deletion
MIR3591,deletion
MIR3605,deletion
MIR3606,deletion
MIR3609,deletion
MIR361,deletion
MIR3610,deletion
MIR3611,deletion
MIR3612,deletion
MIR3613,deletion
MIR3614,deletion
MIR3615,deletion
MIR3616,deletion
MIR3617,deletion
MIR3618,deletion
MIR3619,deletion
MIR362,deletion
MIR3620,deletion
MIR3621,deletion
MIR3622A,deletion
MIR3622B,deletion
MIR363,deletion
MIR3646,deletion
MIR3648-1,deletion
MIR3648-2,deletion
MIR3649,deletion
MIR3650,deletion
MIR3651,deletion
MIR3652,deletion
MIR3653,deletion
MIR3654,deletion
MIR3655,deletion
MIR3656,deletion
MIR3657,deletion
MIR3658,deletion
MIR3659,deletion
MIR365A,deletion
MIR365B,deletion
MIR3660,deletion
MIR3661,deletion
MIR3662,deletion
MIR3663,deletion
MIR3663HG,deletion
MIR3664,deletion
MIR3665,deletion
MIR3666,deletion
MIR3667,deletion
MIR3668,deletion
MIR367,deletion
MIR3670-1,deletion
MIR3670-2,deletion
MIR3670-3,deletion
MIR3670-4,deletion
MIR3671,deletion
MIR3672,deletion
MIR3674,deletion
MIR3675,deletion
MIR3677,deletion
MIR3678,deletion
MIR3679,deletion
MIR3680-1,deletion
MIR3680-2,deletion
MIR3681,deletion
MIR3681HG,deletion
MIR3682,deletion
MIR3683,deletion
MIR3684,deletion
MIR3685,deletion
MIR3686,deletion
MIR3687-1,deletion
MIR3687-2,deletion
MIR3688-1,deletion
MIR3688-2,deletion
MIR3689A,deletion
MIR3689B,deletion
MIR3689C,deletion
MIR3689D1,deletion
MIR3689D2,deletion
MIR3689E,deletion
MIR3689F,deletion
MIR369,deletion
MIR3690,deletion
MIR3691,deletion
MIR3692,deletion
MIR370,deletion
MIR3713,deletion
MIR3714,deletion
MIR371A,deletion
MIR371B,deletion
MIR372,deletion
MIR373,deletion
MIR374A,deletion
MIR374B,deletion
MIR374C,deletion
MIR375,deletion
MIR376A1,deletion
MIR376A2,deletion
MIR376B,deletion
MIR376C,deletion
MIR377,deletion
MIR378A,deletion
MIR378B,deletion
MIR378C,deletion
MIR378D1,deletion
MIR378D2,deletion
MIR378E,deletion
MIR378F,deletion
MIR378G,deletion
MIR378H,deletion
MIR378I,deletion
MIR378J,deletion
MIR379,deletion
MIR380,deletion
MIR381,deletion
MIR381HG,deletion
MIR382,deletion
MIR383,deletion
MIR384,deletion
MIR3907,deletion
MIR3908,deletion
MIR3909,deletion
MIR3910-1,deletion
MIR3910-2,deletion
MIR3911,deletion
MIR3912,deletion
MIR3913-1,deletion
MIR3913-2,deletion
MIR3914-1,deletion
MIR3914-2,deletion
MIR3915,deletion
MIR3916,deletion
MIR3917,deletion
MIR3918,deletion
MIR3919,deletion
MIR3920,deletion
MIR3921,deletion
MIR3922,deletion
MIR3923,deletion
MIR3924,deletion
MIR3925,deletion
MIR3926-1,deletion
MIR3926-2,deletion
MIR3927,deletion
MIR3928,deletion
MIR3929,deletion
MIR3934,deletion
MIR3935,deletion
MIR3936,deletion
MIR3936HG,deletion
MIR3937,deletion
MIR3938,deletion
MIR3939,deletion
MIR3940,deletion
MIR3941,deletion
MIR3942,deletion
MIR3943,deletion
MIR3944,deletion
MIR3945,deletion
MIR3945HG,deletion
MIR3960,deletion
MIR3972,deletion
MIR3973,deletion
MIR3974,deletion
MIR3975,deletion
MIR3976,deletion
MIR3976HG,deletion
MIR3977,deletion
MIR3978,deletion
MIR409,deletion
MIR410,deletion
MIR411,deletion
MIR412,deletion
MIR421,deletion
MIR422A,deletion
MIR423,deletion
MIR424,deletion
MIR425,deletion
MIR4251,deletion
MIR4252,deletion
MIR4253,deletion
MIR4254,deletion
MIR4255,deletion
MIR4256,deletion
MIR4257,deletion
MIR4258,deletion
MIR4259,deletion
MIR4260,deletion
MIR4261,deletion
MIR4262,deletion
MIR4263,deletion
MIR4264,deletion
MIR4265,deletion
MIR4266,deletion
MIR4267,deletion
MIR4268,deletion
MIR4269,deletion
MIR4270,deletion
MIR4271,deletion
MIR4272,deletion
MIR4273,deletion
MIR4274,deletion
MIR4275,deletion
MIR4276,deletion
MIR4277,deletion
MIR4278,deletion
MIR4279,deletion
MIR4280,deletion
MIR4281,deletion
MIR4282,deletion
MIR4283-1,deletion
MIR4283-2,deletion
MIR4284,deletion
MIR4285,deletion
MIR4286,deletion
MIR4287,deletion
MIR4288,deletion
MIR4289,deletion
MIR429,deletion
MIR4290,deletion
MIR4290HG,deletion
MIR4291,deletion
MIR4292,deletion
MIR4293,deletion
MIR4294,deletion
MIR4295,deletion
MIR4296,deletion
MIR4297,deletion
MIR4298,deletion
MIR4299,deletion
MIR4300,deletion
MIR4300HG,deletion
MIR4301,deletion
MIR4302,deletion
MIR4303,deletion
MIR4304,deletion
MIR4305,deletion
MIR4306,deletion
MIR4307,deletion
MIR4307HG,deletion
MIR4308,deletion
MIR4309,deletion
MIR431,deletion
MIR4310,deletion
MIR4311,deletion
MIR4312,deletion
MIR4313,deletion
MIR4314,deletion
MIR4315-1,deletion
MIR4315-2,deletion
MIR4316,deletion
MIR4317,deletion
MIR4318,deletion
MIR4319,deletion
MIR432,deletion
MIR4320,deletion
MIR4321,deletion
MIR4322,deletion
MIR4323,deletion
MIR4324,deletion
MIR4325,deletion
MIR4326,deletion
MIR4327,deletion
MIR4328,deletion
MIR4329,deletion
MIR433,deletion
MIR4330,deletion
MIR4417,deletion
MIR4418,deletion
MIR4419A,deletion
MIR4419B,deletion
MIR4420,deletion
MIR4421,deletion
MIR4422,deletion
MIR4422HG,deletion
MIR4423,deletion
MIR4424,deletion
MIR4425,deletion
MIR4426,deletion
MIR4427,deletion
MIR4428,deletion
MIR4429,deletion
MIR4430,deletion
MIR4431,deletion
MIR4432,deletion
MIR4432HG,deletion
MIR4433A,deletion
MIR4433B,deletion
MIR4434,deletion
MIR4435-1,deletion
MIR4435-2,deletion
MIR4435-2HG,deletion
MIR4436A,deletion
MIR4436B1,deletion
MIR4436B2,deletion
MIR4437,deletion
MIR4438,deletion
MIR4439,deletion
MIR4440,deletion
MIR4441,deletion
MIR4442,deletion
MIR4443,deletion
MIR4444-1,deletion
MIR4444-2,deletion
MIR4445,deletion
MIR4446,deletion
MIR4447,deletion
MIR4448,deletion
MIR4449,deletion
MIR4450,deletion
MIR4451,deletion
MIR4452,deletion
MIR4453,deletion
MIR4453HG,deletion
MIR4454,deletion
MIR4455,deletion
MIR4456,deletion
MIR4457,deletion
MIR4458,deletion
MIR4458HG,deletion
MIR4459,deletion
MIR4460,deletion
MIR4461,deletion
MIR4462,deletion
MIR4463,deletion
MIR4464,deletion
MIR4465,deletion
MIR4466,deletion
MIR4467,deletion
MIR4468,deletion
MIR4469,deletion
MIR4470,deletion
MIR4471,deletion
MIR4472-1,deletion
MIR4472-2,deletion
MIR4473,deletion
MIR4474,deletion
MIR4475,deletion
MIR4476,deletion
MIR4477A,deletion
MIR4477B,deletion
MIR4478,deletion
MIR4479,deletion
MIR448,deletion
MIR4480,deletion
MIR4481,deletion
MIR4482,deletion
MIR4483,deletion
MIR4484,deletion
MIR4485,deletion
MIR4486,deletion
MIR4487,deletion
MIR4488,deletion
MIR4489,deletion
MIR4490,deletion
MIR4491,deletion
MIR4492,deletion
MIR4493,deletion
MIR4494,deletion
MIR4495,deletion
MIR4496,deletion
MIR4497,deletion
MIR4498,deletion
MIR4499,deletion
MIR449A,deletion
MIR449B,deletion
MIR449C,deletion
MIR4500,deletion
MIR4500HG,deletion
MIR4501,deletion
MIR4502,deletion
MIR4503,deletion
MIR4504,deletion
MIR4505,deletion
MIR4506,deletion
MIR4507,deletion
MIR4508,deletion
MIR4509-1,deletion
MIR4509-2,deletion
MIR4509-3,deletion
MIR450A1,deletion
MIR450A2,deletion
MIR450B,deletion
MIR4510,deletion
MIR4511,deletion
MIR4512,deletion
MIR4513,deletion
MIR4514,deletion
MIR4515,deletion
MIR4516,deletion
MIR4517,deletion
MIR4518,deletion
MIR4519,deletion
MIR451A,deletion
MIR451B,deletion
MIR452,deletion
MIR4520-1,deletion
MIR4520-2,deletion
MIR4521,deletion
MIR4522,deletion
MIR4523,deletion
MIR4524A,deletion
MIR4524B,deletion
MIR4525,deletion
MIR4526,deletion
MIR4527,deletion
MIR4527HG,deletion
MIR4528,deletion
MIR4529,deletion
MIR4530,deletion
MIR4531,deletion
MIR4532,deletion
MIR4533,deletion
MIR4534,deletion
MIR4535,deletion
MIR4536-1,deletion
MIR4536-2,deletion
MIR4537,deletion
MIR4538,deletion
MIR4539,deletion
MIR454,deletion
MIR4540,deletion
MIR455,deletion
MIR4632,deletion
MIR4633,deletion
MIR4634,deletion
MIR4635,deletion
MIR4636,deletion
MIR4637,deletion
MIR4638,deletion
MIR4639,deletion
MIR4640,deletion
MIR4641,deletion
MIR4642,deletion
MIR4643,deletion
MIR4644,deletion
MIR4645,deletion
MIR4646,deletion
MIR4647,deletion
MIR4648,deletion
MIR4649,deletion
MIR4650-1,deletion
MIR4650-2,deletion
MIR4651,deletion
MIR4652,deletion
MIR4653,deletion
MIR4654,deletion
MIR4655,deletion
MIR4656,deletion
MIR4657,deletion
MIR4658,deletion
MIR4659A,deletion
MIR4659B,deletion
MIR466,deletion
MIR4660,deletion
MIR4661,deletion
MIR4662A,deletion
MIR4662B,deletion
MIR4663,deletion
MIR4664,deletion
MIR4665,deletion
MIR4666A,deletion
MIR4666B,deletion
MIR4667,deletion
MIR4668,deletion
MIR4669,deletion
MIR4670,deletion
MIR4671,deletion
MIR4672,deletion
MIR4673,deletion
MIR4674,deletion
MIR4675,deletion
MIR4676,deletion
MIR4677,deletion
MIR4678,deletion
MIR4679-1,deletion
MIR4679-2,deletion
MIR4680,deletion
MIR4681,deletion
MIR4682,deletion
MIR4683,deletion
MIR4684,deletion
MIR4685,deletion
MIR4686,deletion
MIR4687,deletion
MIR4688,deletion
MIR4689,deletion
MIR4690,deletion
MIR4691,deletion
MIR4692,deletion
MIR4693,deletion
MIR4694,deletion
MIR4695,deletion
MIR4696,deletion
MIR4697,deletion
MIR4697HG,deletion
MIR4698,deletion
MIR4699,deletion
MIR4700,deletion
MIR4701,deletion
MIR4703,deletion
MIR4704,deletion
MIR4705,deletion
MIR4706,deletion
MIR4707,deletion
MIR4708,deletion
MIR4709,deletion
MIR4710,deletion
MIR4711,deletion
MIR4712,deletion
MIR4713,deletion
MIR4713HG,deletion
MIR4714,deletion
MIR4715,deletion
MIR4716,deletion
MIR4717,deletion
MIR4718,deletion
MIR4719,deletion
MIR4720,deletion
MIR4721,deletion
MIR4722,deletion
MIR4723,deletion
MIR4724,deletion
MIR4725,deletion
MIR4726,deletion
MIR4727,deletion
MIR4728,deletion
MIR4729,deletion
MIR4730,deletion
MIR4731,deletion
MIR4732,deletion
MIR4733,deletion
MIR4734,deletion
MIR4735,deletion
MIR4736,deletion
MIR4737,deletion
MIR4738,deletion
MIR4739,deletion
MIR4740,deletion
MIR4741,deletion
MIR4742,deletion
MIR4743,deletion
MIR4744,deletion
MIR4745,deletion
MIR4746,deletion
MIR4747,deletion
MIR4748,deletion
MIR4749,deletion
MIR4750,deletion
MIR4751,deletion
MIR4752,deletion
MIR4753,deletion
MIR4754,deletion
MIR4755,deletion
MIR4756,deletion
MIR4757,deletion
MIR4758,deletion
MIR4759,deletion
MIR4760,deletion
MIR4761,deletion
MIR4762,deletion
MIR4763,deletion
MIR4764,deletion
MIR4765,deletion
MIR4766,deletion
MIR4767,deletion
MIR4768,deletion
MIR4769,deletion
MIR4770,deletion
MIR4771-1,deletion
MIR4771-2,deletion
MIR4772,deletion
MIR4773-1,deletion
MIR4773-2,deletion
MIR4774,deletion
MIR4775,deletion
MIR4776-1,deletion
MIR4776-2,deletion
MIR4777,deletion
MIR4778,deletion
MIR4779,deletion
MIR4780,deletion
MIR4781,deletion
MIR4782,deletion
MIR4783,deletion
MIR4784,deletion
MIR4785,deletion
MIR4786,deletion
MIR4787,deletion
MIR4788,deletion
MIR4789,deletion
MIR4790,deletion
MIR4791,deletion
MIR4792,deletion
MIR4793,deletion
MIR4794,deletion
MIR4795,deletion
MIR4796,deletion
MIR4797,deletion
MIR4798,deletion
MIR4799,deletion
MIR4800,deletion
MIR4801,deletion
MIR4802,deletion
MIR4803,deletion
MIR4804,deletion
MIR483,deletion
MIR484,deletion
MIR485,deletion
MIR486-1,deletion
MIR486-2,deletion
MIR487A,deletion
MIR487B,deletion
MIR488,deletion
MIR489,deletion
MIR490,deletion
MIR491,deletion
MIR492,deletion
MIR493,deletion
MIR494,deletion
MIR495,deletion
MIR496,deletion
MIR497,deletion
MIR497HG,deletion
MIR498,deletion
MIR4999,deletion
MIR499A,deletion
MIR499B,deletion
MIR5000,deletion
MIR5001,deletion
MIR5002,deletion
MIR5003,deletion
MIR5004,deletion
MIR5006,deletion
MIR5007,deletion
MIR5008,deletion
MIR5009,deletion
MIR500A,deletion
MIR500B,deletion
MIR501,deletion
MIR5010,deletion
MIR5011,deletion
MIR502,deletion
MIR503,deletion
MIR503HG,deletion
MIR504,deletion
MIR5047,deletion
MIR505,deletion
MIR506,deletion
MIR507,deletion
MIR508,deletion
MIR5087,deletion
MIR5088,deletion
MIR5089,deletion
MIR509-1,deletion
MIR509-2,deletion
MIR509-3,deletion
MIR5090,deletion
MIR5091,deletion
MIR5092,deletion
MIR5093,deletion
MIR5094,deletion
MIR5095,deletion
MIR5096,deletion
MIR510,deletion
MIR5100,deletion
MIR511,deletion
MIR512-1,deletion
MIR512-2,deletion
MIR513A1,deletion
MIR513A2,deletion
MIR513B,deletion
MIR513C,deletion
MIR514A1,deletion
MIR514A2,deletion
MIR514A3,deletion
MIR514B,deletion
MIR515-1,deletion
MIR515-2,deletion
MIR516A1,deletion
MIR516A2,deletion
MIR516B1,deletion
MIR516B2,deletion
MIR517A,deletion
MIR517B,deletion
MIR517C,deletion
MIR5186,deletion
MIR5187,deletion
MIR5188,deletion
MIR5189,deletion
MIR518A1,deletion
MIR518A2,deletion
MIR518B,deletion
MIR518C,deletion
MIR518D,deletion
MIR518E,deletion
MIR518F,deletion
MIR5190,deletion
MIR5191,deletion
MIR5192,deletion
MIR5193,deletion
MIR5194,deletion
MIR5195,deletion
MIR5196,deletion
MIR5197,deletion
MIR519A1,deletion
MIR519A2,deletion
MIR519B,deletion
MIR519C,deletion
MIR519D,deletion
MIR519E,deletion
MIR520A,deletion
MIR520B,deletion
MIR520C,deletion
MIR520D,deletion
MIR520E,deletion
MIR520F,deletion
MIR520G,deletion
MIR520H,deletion
MIR521-1,deletion
MIR521-2,deletion
MIR522,deletion
MIR523,deletion
MIR524,deletion
MIR525,deletion
MIR526A1,deletion
MIR526A2,deletion
MIR526B,deletion
MIR527,deletion
MIR532,deletion
MIR539,deletion
MIR541,deletion
MIR542,deletion
MIR543,deletion
MIR544A,deletion
MIR544B,deletion
MIR545,deletion
MIR548A1,deletion
MIR548A1HG,deletion
MIR548A2,deletion
MIR548A3,deletion
MIR548AA1,deletion
MIR548AA2,deletion
MIR548AB,deletion
MIR548AC,deletion
MIR548AD,deletion
MIR548AE1,deletion
MIR548AE2,deletion
MIR548AG1,deletion
MIR548AG2,deletion
MIR548AH,deletion
MIR548AI,deletion
