gene_name,cn_type
AC006305.1,deletion
AC006305.2,deletion
AC006305.3,deletion
AC006326.1,deletion
AC006328.1,deletion
AC006328.2,deletion
AC006329.1,deletion
AC006329.2,deletion
AC006330.1,deletion
AC006333.1,deletion
AC006333.2,deletion
AC006335.1,deletion
AC006335.2,deletion
AC006335.3,deletion
AC006338.1,deletion
AC006338.2,deletion
AC006349.1,deletion
AC006355.1,deletion
AC006355.2,deletion
AC006357.1,deletion
AC006362.1,deletion
AC006363.1,deletion
AC006366.1,deletion
AC006369.1,deletion
AC006369.2,deletion
AC006372.1,deletion
AC006372.2,deletion
AC006372.3,deletion
AC006372.4,deletion
AC006378.1,deletion
AC006378.2,deletion
AC006380.1,deletion
AC006386.1,deletion
AC006386.2,deletion
AC006387.1,deletion
AC006390.1,deletion
AC006427.1,deletion
AC006435.1,deletion
AC006435.2,deletion
AC006435.3,deletion
AC006435.4,deletion
AC006435.5,deletion
AC006441.1,deletion
AC006441.2,deletion
AC006441.3,deletion
AC006441.4,deletion
AC006441.5,deletion
AC006445.1,deletion
AC006445.2,deletion
AC006449.1,deletion
AC006449.2,deletion
AC006449.3,deletion
AC006449.5,deletion
AC006449.6,deletion
AC006449.7,deletion
AC006450.1,deletion
AC006450.2,deletion
AC006450.3,deletion
AC006453.1,deletion
AC006453.2,deletion
AC006453.3,deletion
AC006453.4,deletion
AC006453.5,deletion
AC006455.1,deletion
AC006455.2,deletion
AC006455.3,deletion
AC006455.4,deletion
AC006455.5,deletion
AC006455.6,deletion
AC006455.7,deletion
AC006455.8,deletion
AC006457.1,deletion
AC006458.1,deletion
AC006460.1,deletion
AC006460.2,deletion
AC006461.1,deletion
AC006463.1,deletion
AC006466.1,deletion
AC006480.1,deletion
AC006480.2,deletion
AC006482.1,deletion
AC006483.1,deletion
AC006483.2,deletion
AC006484.1,deletion
AC006486.1,deletion
AC006486.2,deletion
AC006487.1,deletion
AC006487.2,deletion
AC006499.1,deletion
AC006499.2,deletion
AC006499.3,deletion
AC006499.4,deletion
AC006499.5,deletion
AC006499.6,deletion
AC006499.7,deletion
AC006499.8,deletion
AC006504.1,deletion
AC006504.2,deletion
AC006504.3,deletion
AC006504.4,deletion
AC006504.5,deletion
AC006504.6,deletion
AC006504.7,deletion
AC006504.8,deletion
AC006509.1,deletion
AC006509.2,deletion
AC006511.1,deletion
AC006511.2,deletion
AC006511.3,deletion
AC006511.4,deletion
AC006511.5,deletion
AC006512.1,deletion
AC006512.2,deletion
AC006517.1,deletion
AC006518.1,deletion
AC006518.2,deletion
AC006518.7,deletion
AC006529.1,deletion
AC006530.1,deletion
AC006538.1,deletion
AC006538.2,deletion
AC006538.3,deletion
AC006539.1,deletion
AC006539.2,deletion
AC006539.3,deletion
AC006547.1,deletion
AC006547.2,deletion
AC006547.3,deletion
AC006548.1,deletion
AC006548.2,deletion
AC006548.3,deletion
AC006557.1,deletion
AC006557.2,deletion
AC006557.3,deletion
AC006557.4,deletion
AC006557.5,deletion
AC006557.6,deletion
AC006566.1,deletion
AC006581.1,deletion
AC006581.2,deletion
AC006600.1,deletion
AC006600.2,deletion
AC006840.1,deletion
AC006924.1,deletion
AC006927.1,deletion
AC006927.2,deletion
AC006927.3,deletion
AC006927.4,deletion
AC006927.5,deletion
AC006942.1,deletion
AC006946.1,deletion
AC006946.2,deletion
AC006946.3,deletion
AC006947.1,deletion
AC006960.1,deletion
AC006960.2,deletion
AC006960.3,deletion
AC006963.1,deletion
AC006965.1,deletion
AC006967.1,deletion
AC006967.2,deletion
AC006967.3,deletion
AC006970.1,deletion
AC006970.2,deletion
AC006971.1,deletion
AC006974.1,deletion
AC006974.2,deletion
AC006978.1,deletion
AC006978.2,deletion
AC006986.1,deletion
AC006987.1,deletion
AC006987.2,deletion
AC006987.3,deletion
AC006987.4,deletion
AC006989.1,deletion
AC006994.1,deletion
AC006994.2,deletion
AC007000.1,deletion
AC007000.2,deletion
AC007000.3,deletion
AC007001.1,deletion
AC007003.1,deletion
AC007009.1,deletion
AC007012.1,deletion
AC007012.2,deletion
AC007014.1,deletion
AC007014.2,deletion
AC007016.1,deletion
AC007029.1,deletion
AC007032.1,deletion
AC007036.1,deletion
AC007036.2,deletion
AC007036.3,deletion
AC007038.1,deletion
AC007038.2,deletion
AC007040.1,deletion
AC007040.2,deletion
AC007041.1,deletion
AC007064.1,deletion
AC007064.2,deletion
AC007064.3,deletion
AC007064.4,deletion
AC007066.1,deletion
AC007066.2,deletion
AC007068.1,deletion
AC007068.2,deletion
AC007091.1,deletion
AC007098.1,deletion
AC007099.1,deletion
AC007099.2,deletion
AC007100.1,deletion
AC007106.1,deletion
AC007114.1,deletion
AC007114.2,deletion
AC007115.1,deletion
AC007126.1,deletion
AC007128.1,deletion
AC007128.2,deletion
AC007136.1,deletion
AC007151.1,deletion
AC007159.1,deletion
AC007160.1,deletion
AC007161.1,deletion
AC007161.2,deletion
AC007161.3,deletion
AC007163.1,deletion
AC007179.1,deletion
AC007179.2,deletion
AC007179.3,deletion
AC007182.1,deletion
AC007182.2,deletion
AC007191.1,deletion
AC007192.1,deletion
AC007192.2,deletion
AC007193.1,deletion
AC007193.2,deletion
AC007193.3,deletion
AC007204.1,deletion
AC007204.2,deletion
AC007207.1,deletion
AC007207.2,deletion
AC007215.1,deletion
AC007216.1,deletion
AC007216.2,deletion
AC007216.3,deletion
AC007216.4,deletion
AC007216.5,deletion
AC007218.1,deletion
AC007218.2,deletion
AC007220.1,deletion
AC007221.1,deletion
AC007221.2,deletion
AC007223.1,deletion
AC007224.1,deletion
AC007224.2,deletion
AC007225.1,deletion
AC007225.2,deletion
AC007228.1,deletion
AC007228.2,deletion
AC007229.1,deletion
AC007237.1,deletion
AC007238.1,deletion
AC007240.1,deletion
AC007241.1,deletion
AC007249.1,deletion
AC007249.2,deletion
AC007250.1,deletion
AC007253.1,deletion
AC007255.1,deletion
AC007255.2,deletion
AC007256.1,deletion
AC007262.1,deletion
AC007262.2,deletion
AC007271.1,deletion
AC007272.1,deletion
AC007274.1,deletion
AC007274.2,deletion
AC007274.3,deletion
AC007275.1,deletion
AC007277.1,deletion
AC007278.1,deletion
AC007278.2,deletion
AC007279.1,deletion
AC007283.1,deletion
AC007283.2,deletion
AC007285.1,deletion
AC007285.2,deletion
AC007292.1,deletion
AC007292.2,deletion
AC007292.3,deletion
AC007298.1,deletion
AC007298.2,deletion
AC007308.1,deletion
AC007312.1,deletion
AC007314.1,deletion
AC007318.1,deletion
AC007318.2,deletion
AC007319.1,deletion
AC007322.1,deletion
AC007322.2,deletion
AC007322.3,deletion
AC007322.4,deletion
AC007325.1,deletion
AC007325.2,deletion
AC007325.3,deletion
AC007325.4,deletion
AC007326.1,deletion
AC007326.2,deletion
AC007326.3,deletion
AC007326.4,deletion
AC007326.5,deletion
AC007327.1,deletion
AC007327.2,deletion
AC007333.1,deletion
AC007333.2,deletion
AC007336.1,deletion
AC007336.2,deletion
AC007336.3,deletion
AC007342.1,deletion
AC007342.2,deletion
AC007342.3,deletion
AC007342.4,deletion
AC007342.5,deletion
AC007342.6,deletion
AC007342.7,deletion
AC007342.8,deletion
AC007342.9,deletion
AC007344.1,deletion
AC007346.1,deletion
AC007346.2,deletion
AC007347.1,deletion
AC007347.2,deletion
AC007349.1,deletion
AC007349.2,deletion
AC007349.3,deletion
AC007349.4,deletion
AC007359.1,deletion
AC007362.1,deletion
AC007363.1,deletion
AC007364.1,deletion
AC007365.1,deletion
AC007365.2,deletion
AC007368.1,deletion
AC007368.2,deletion
AC007370.1,deletion
AC007370.2,deletion
AC007375.1,deletion
AC007375.2,deletion
AC007375.3,deletion
AC007376.1,deletion
AC007376.2,deletion
AC007378.1,deletion
AC007381.1,deletion
AC007382.1,deletion
AC007383.1,deletion
AC007383.2,deletion
AC007383.3,deletion
AC007383.4,deletion
AC007384.1,deletion
AC007386.1,deletion
AC007387.1,deletion
AC007388.1,deletion
AC007389.1,deletion
AC007389.2,deletion
AC007389.3,deletion
AC007389.4,deletion
AC007389.5,deletion
AC007390.1,deletion
AC007390.2,deletion
AC007391.1,deletion
AC007394.1,deletion
AC007395.1,deletion
AC007402.1,deletion
AC007403.1,deletion
AC007405.1,deletion
AC007405.2,deletion
AC007405.3,deletion
AC007406.1,deletion
AC007406.2,deletion
AC007406.3,deletion
AC007406.4,deletion
AC007406.5,deletion
AC007422.1,deletion
AC007422.2,deletion
AC007423.1,deletion
AC007424.1,deletion
AC007431.1,deletion
AC007431.2,deletion
AC007431.3,deletion
AC007435.1,deletion
AC007448.1,deletion
AC007448.2,deletion
AC007448.3,deletion
AC007450.1,deletion
AC007450.2,deletion
AC007450.3,deletion
AC007450.4,deletion
AC007458.1,deletion
AC007463.1,deletion
AC007485.1,deletion
AC007485.2,deletion
AC007490.1,deletion
AC007491.1,deletion
AC007493.1,deletion
AC007493.2,deletion
AC007494.1,deletion
AC007494.2,deletion
AC007494.3,deletion
AC007495.1,deletion
AC007495.2,deletion
AC007496.1,deletion
AC007496.2,deletion
AC007496.3,deletion
AC007497.1,deletion
AC007513.1,deletion
AC007527.1,deletion
AC007527.2,deletion
AC007529.1,deletion
AC007529.2,deletion
AC007533.1,deletion
AC007536.1,deletion
AC007537.1,deletion
AC007537.2,deletion
AC007540.1,deletion
AC007541.1,deletion
AC007546.1,deletion
AC007546.2,deletion
AC007547.1,deletion
AC007547.2,deletion
AC007551.1,deletion
AC007551.2,deletion
AC007552.1,deletion
AC007552.2,deletion
AC007556.1,deletion
AC007557.1,deletion
AC007557.2,deletion
AC007557.3,deletion
AC007557.4,deletion
AC007559.1,deletion
AC007560.1,deletion
AC007562.1,deletion
AC007563.1,deletion
AC007563.2,deletion
AC007563.3,deletion
AC007566.1,deletion
AC007566.2,deletion
AC007568.1,deletion
AC007569.1,deletion
AC007570.1,deletion
AC007595.1,deletion
AC007598.1,deletion
AC007598.2,deletion
AC007598.3,deletion
AC007599.1,deletion
AC007599.2,deletion
AC007601.1,deletion
AC007601.2,deletion
AC007603.1,deletion
AC007603.2,deletion
AC007603.3,deletion
AC007608.1,deletion
AC007608.2,deletion
AC007608.3,deletion
AC007608.4,deletion
AC007610.1,deletion
AC007610.2,deletion
AC007610.3,deletion
AC007610.4,deletion
AC007611.1,deletion
AC007613.1,deletion
AC007614.1,deletion
AC007614.2,deletion
AC007618.1,deletion
AC007619.1,deletion
AC007619.2,deletion
AC007620.1,deletion
AC007620.2,deletion
AC007620.3,deletion
AC007621.1,deletion
AC007622.1,deletion
AC007622.2,deletion
AC007631.1,deletion
AC007637.1,deletion
AC007638.1,deletion
AC007638.2,deletion
AC007639.1,deletion
AC007652.1,deletion
AC007655.1,deletion
AC007656.1,deletion
AC007656.2,deletion
AC007663.1,deletion
AC007663.2,deletion
AC007663.3,deletion
AC007663.4,deletion
AC007666.1,deletion
AC007671.1,deletion
AC007673.1,deletion
AC007677.1,deletion
AC007679.1,deletion
AC007679.2,deletion
AC007681.1,deletion
AC007683.1,deletion
AC007683.2,deletion
AC007684.1,deletion
AC007685.1,deletion
AC007686.1,deletion
AC007686.2,deletion
AC007686.3,deletion
AC007687.1,deletion
AC007688.1,deletion
AC007688.2,deletion
AC007690.1,deletion
AC007718.1,deletion
AC007728.1,deletion
AC007728.2,deletion
AC007728.3,deletion
AC007731.1,deletion
AC007731.2,deletion
AC007731.3,deletion
AC007731.4,deletion
AC007731.5,deletion
AC007738.1,deletion
AC007741.1,deletion
AC007742.1,deletion
AC007742.2,deletion
AC007743.1,deletion
AC007744.1,deletion
AC007749.1,deletion
AC007750.1,deletion
AC007751.1,deletion
AC007751.2,deletion
AC007773.1,deletion
AC007780.1,deletion
AC007785.1,deletion
AC007785.2,deletion
AC007785.3,deletion
AC007786.1,deletion
AC007786.2,deletion
AC007786.3,deletion
AC007787.1,deletion
AC007787.2,deletion
AC007790.1,deletion
AC007792.1,deletion
AC007795.1,deletion
AC007823.1,deletion
AC007834.1,deletion
AC007834.2,deletion
AC007842.1,deletion
AC007846.1,deletion
AC007846.2,deletion
AC007848.1,deletion
AC007848.2,deletion
AC007849.1,deletion
AC007849.2,deletion
AC007861.1,deletion
AC007861.2,deletion
AC007876.1,deletion
AC007878.1,deletion
AC007879.1,deletion
AC007879.2,deletion
AC007879.3,deletion
AC007879.4,deletion
AC007881.1,deletion
AC007881.2,deletion
AC007881.3,deletion
AC007899.1,deletion
AC007906.1,deletion
AC007906.2,deletion
AC007907.1,deletion
AC007908.1,deletion
AC007919.1,deletion
AC007919.2,deletion
AC007920.1,deletion
AC007920.2,deletion
AC007922.1,deletion
AC007922.2,deletion
AC007922.3,deletion
AC007923.1,deletion
AC007923.2,deletion
AC007923.3,deletion
AC007923.4,deletion
AC007938.1,deletion
AC007938.2,deletion
AC007938.3,deletion
AC007948.1,deletion
AC007950.1,deletion
AC007950.2,deletion
AC007952.1,deletion
AC007952.2,deletion
AC007952.3,deletion
AC007952.4,deletion
AC007952.5,deletion
AC007952.6,deletion
AC007952.7,deletion
AC007952.8,deletion
AC007952.9,deletion
AC007953.1,deletion
AC007953.2,deletion
AC007954.1,deletion
AC007956.1,deletion
AC007966.1,deletion
AC007967.1,deletion
AC007967.2,deletion
AC007967.3,deletion
AC007967.4,deletion
AC007969.1,deletion
AC007969.2,deletion
AC007991.1,deletion
AC007991.2,deletion
AC007991.3,deletion
AC007991.4,deletion
AC007992.1,deletion
AC007992.2,deletion
AC007993.1,deletion
AC007993.2,deletion
AC007993.3,deletion
AC007996.1,deletion
AC007998.1,deletion
AC007998.2,deletion
AC007998.3,deletion
AC007998.4,deletion
AC007998.5,deletion
AC008011.1,deletion
AC008011.2,deletion
AC008013.1,deletion
AC008013.2,deletion
AC008013.3,deletion
AC008014.1,deletion
AC008015.1,deletion
AC008026.1,deletion
AC008026.2,deletion
AC008026.3,deletion
AC008033.1,deletion
AC008033.2,deletion
AC008033.3,deletion
AC008035.1,deletion
AC008038.1,deletion
AC008040.1,deletion
AC008040.2,deletion
AC008040.3,deletion
AC008040.4,deletion
AC008040.5,deletion
AC008050.1,deletion
AC008055.1,deletion
AC008056.1,deletion
AC008056.2,deletion
AC008060.1,deletion
AC008060.2,deletion
AC008060.3,deletion
AC008060.4,deletion
AC008063.1,deletion
AC008063.2,deletion
AC008065.1,deletion
AC008066.1,deletion
AC008067.1,deletion
AC008069.1,deletion
AC008072.1,deletion
AC008073.1,deletion
AC008073.2,deletion
AC008073.3,deletion
AC008074.1,deletion
AC008074.2,deletion
AC008074.3,deletion
AC008079.1,deletion
AC008079.2,deletion
AC008080.1,deletion
AC008080.2,deletion
AC008080.3,deletion
AC008080.4,deletion
AC008083.1,deletion
AC008083.2,deletion
AC008083.3,deletion
AC008088.1,deletion
AC008103.1,deletion
AC008105.1,deletion
AC008105.2,deletion
AC008105.3,deletion
AC008109.1,deletion
AC008114.1,deletion
AC008115.1,deletion
AC008115.2,deletion
AC008115.3,deletion
AC008115.4,deletion
AC008121.1,deletion
AC008121.2,deletion
AC008121.3,deletion
AC008124.1,deletion
AC008125.1,deletion
AC008126.1,deletion
AC008127.1,deletion
AC008127.2,deletion
AC008132.1,deletion
AC008132.2,deletion
AC008133.1,deletion
AC008133.2,deletion
AC008134.1,deletion
AC008147.1,deletion
AC008147.2,deletion
AC008147.3,deletion
AC008147.4,deletion
AC008149.1,deletion
AC008154.1,deletion
AC008154.2,deletion
AC008155.1,deletion
AC008155.2,deletion
AC008162.1,deletion
AC008162.2,deletion
AC008163.1,deletion
AC008164.1,deletion
AC008171.1,deletion
AC008175.1,deletion
AC008175.2,deletion
AC008243.1,deletion
AC008250.1,deletion
AC008250.2,deletion
AC008264.1,deletion
AC008264.2,deletion
AC008267.1,deletion
AC008267.2,deletion
AC008267.3,deletion
AC008267.4,deletion
AC008267.5,deletion
AC008267.6,deletion
AC008267.7,deletion
AC008267.8,deletion
AC008268.1,deletion
AC008269.1,deletion
AC008269.2,deletion
AC008277.1,deletion
AC008277.2,deletion
AC008278.1,deletion
AC008278.2,deletion
AC008280.1,deletion
AC008280.2,deletion
AC008280.3,deletion
AC008378.1,deletion
AC008379.1,deletion
AC008385.1,deletion
AC008392.1,deletion
AC008393.1,deletion
AC008395.1,deletion
AC008397.1,deletion
AC008397.2,deletion
AC008403.1,deletion
AC008403.2,deletion
AC008403.3,deletion
AC008406.1,deletion
AC008406.2,deletion
AC008406.3,deletion
AC008410.1,deletion
AC008413.1,deletion
AC008413.2,deletion
AC008415.1,deletion
AC008417.1,deletion
AC008427.1,deletion
AC008429.1,deletion
AC008429.2,deletion
AC008429.3,deletion
AC008429.4,deletion
AC008432.1,deletion
AC008434.1,deletion
AC008438.1,deletion
AC008438.2,deletion
AC008440.1,deletion
AC008440.2,deletion
AC008440.3,deletion
AC008443.1,deletion
AC008443.2,deletion
AC008443.3,deletion
AC008443.4,deletion
AC008443.5,deletion
AC008443.6,deletion
AC008443.7,deletion
AC008446.1,deletion
AC008448.1,deletion
AC008453.1,deletion
AC008456.1,deletion
AC008464.1,deletion
AC008467.1,deletion
AC008474.1,deletion
AC008481.1,deletion
AC008481.2,deletion
AC008481.3,deletion
AC008489.1,deletion
AC008494.1,deletion
AC008494.2,deletion
AC008494.3,deletion
AC008496.1,deletion
AC008496.2,deletion
AC008498.1,deletion
AC008498.2,deletion
AC008505.1,deletion
AC008507.1,deletion
AC008507.2,deletion
AC008507.3,deletion
AC008514.1,deletion
AC008514.2,deletion
AC008517.1,deletion
AC008521.1,deletion
AC008521.2,deletion
AC008522.1,deletion
AC008525.1,deletion
AC008525.2,deletion
AC008526.1,deletion
AC008533.1,deletion
AC008534.1,deletion
AC008537.1,deletion
AC008537.2,deletion
AC008537.3,deletion
AC008537.4,deletion
AC008539.1,deletion
AC008543.1,deletion
AC008543.2,deletion
AC008543.3,deletion
AC008543.4,deletion
AC008543.5,deletion
AC008549.1,deletion
AC008549.2,deletion
AC008549.3,deletion
AC008550.1,deletion
AC008551.1,deletion
AC008554.1,deletion
AC008555.1,deletion
AC008555.2,deletion
AC008555.3,deletion
AC008555.4,deletion
AC008555.5,deletion
AC008555.6,deletion
AC008555.7,deletion
AC008555.8,deletion
AC008556.1,deletion
AC008562.1,deletion
AC008565.1,deletion
AC008567.1,deletion
AC008567.2,deletion
AC008568.1,deletion
AC008568.2,deletion
AC008569.1,deletion
AC008569.2,deletion
AC008571.1,deletion
AC008572.1,deletion
AC008574.1,deletion
AC008575.1,deletion
AC008581.1,deletion
AC008581.2,deletion
AC008588.1,deletion
AC008591.1,deletion
AC008592.1,deletion
AC008592.2,deletion
AC008592.3,deletion
AC008592.4,deletion
AC008592.5,deletion
AC008601.1,deletion
AC008608.1,deletion
AC008608.2,deletion
AC008609.1,deletion
AC008610.1,deletion
AC008619.1,deletion
AC008620.1,deletion
AC008620.2,deletion
AC008622.1,deletion
AC008622.2,deletion
AC008622.3,deletion
AC008626.1,deletion
AC008626.2,deletion
AC008627.1,deletion
AC008628.1,deletion
AC008628.2,deletion
AC008629.1,deletion
AC008629.2,deletion
AC008629.3,deletion
AC008632.1,deletion
AC008635.1,deletion
AC008637.1,deletion
AC008638.1,deletion
AC008638.2,deletion
AC008638.3,deletion
AC008641.1,deletion
AC008649.1,deletion
AC008649.2,deletion
AC008652.1,deletion
AC008655.1,deletion
AC008655.2,deletion
AC008659.1,deletion
AC008662.1,deletion
AC008662.2,deletion
AC008663.1,deletion
AC008663.2,deletion
AC008663.3,deletion
AC008667.1,deletion
AC008667.2,deletion
AC008667.3,deletion
AC008667.4,deletion
AC008669.1,deletion
AC008676.1,deletion
AC008676.2,deletion
AC008676.3,deletion
AC008677.1,deletion
AC008677.2,deletion
AC008677.3,deletion
AC008680.1,deletion
AC008686.1,deletion
AC008687.1,deletion
AC008687.2,deletion
AC008687.3,deletion
AC008687.4,deletion
AC008687.5,deletion
AC008687.6,deletion
AC008687.7,deletion
AC008687.8,deletion
AC008691.1,deletion
AC008694.1,deletion
AC008694.2,deletion
AC008695.1,deletion
AC008696.1,deletion
AC008696.2,deletion
AC008700.1,deletion
AC008703.1,deletion
AC008705.1,deletion
AC008708.1,deletion
AC008708.2,deletion
AC008716.1,deletion
AC008723.1,deletion
AC008725.1,deletion
AC008728.1,deletion
AC008731.1,deletion
AC008734.1,deletion
AC008734.2,deletion
AC008735.1,deletion
AC008735.2,deletion
AC008735.3,deletion
AC008735.4,deletion
AC008735.5,deletion
AC008736.1,deletion
AC008736.2,deletion
AC008737.1,deletion
AC008737.2,deletion
AC008737.3,deletion
AC008738.1,deletion
AC008738.2,deletion
AC008738.3,deletion
AC008738.4,deletion
AC008738.5,deletion
AC008738.6,deletion
AC008738.7,deletion
AC008739.1,deletion
AC008739.2,deletion
AC008739.3,deletion
AC008739.5,deletion
AC008740.1,deletion
AC008740.2,deletion
AC008741.1,deletion
AC008741.2,deletion
AC008742.1,deletion
AC008743.1,deletion
AC008745.1,deletion
AC008747.1,deletion
AC008749.1,deletion
AC008750.1,deletion
AC008750.2,deletion
AC008750.3,deletion
AC008750.4,deletion
AC008750.5,deletion
AC008750.6,deletion
AC008750.7,deletion
AC008750.8,deletion
AC008751.1,deletion
AC008751.2,deletion
AC008752.1,deletion
AC008752.2,deletion
AC008752.3,deletion
AC008753.1,deletion
AC008753.2,deletion
AC008753.3,deletion
AC008758.1,deletion
AC008758.2,deletion
AC008758.3,deletion
AC008758.4,deletion
AC008758.5,deletion
AC008758.6,deletion
AC008759.1,deletion
AC008759.2,deletion
AC008759.3,deletion
AC008760.1,deletion
AC008760.2,deletion
AC008761.1,deletion
AC008761.2,deletion
AC008761.3,deletion
AC008763.1,deletion
AC008763.2,deletion
AC008763.3,deletion
AC008764.1,deletion
AC008764.10,deletion
AC008764.2,deletion
AC008764.3,deletion
AC008764.4,deletion
AC008764.5,deletion
AC008764.6,deletion
AC008764.7,deletion
AC008764.8,deletion
AC008764.9,deletion
AC008770.1,deletion
AC008770.2,deletion
AC008770.3,deletion
AC008771.1,deletion
AC008780.1,deletion
